Source,Target,Type,Id,Label,timeset,Weight,END1,TIE-MODE,END2,LABEL-COLOR,THICKNESS,SHAPE,BREED,COLOR,HIDDEN?
urban 596,urban 4541,Undirected,18447,,,1,(urban 596),none,(urban 4541),9.9,0,default,urbanangrycollectives,0,true
urban 2785,urban 3934,Undirected,18448,,,1,(urban 2785),none,(urban 3934),9.9,0,default,urbanangrycollectives,0,true
urban 652,urban 5999,Undirected,18449,,,1,(urban 652),none,(urban 5999),9.9,0,default,urbanangrycollectives,0,true
urban 2046,urban 4688,Undirected,18450,,,1,(urban 2046),none,(urban 4688),9.9,0,default,urbanangrycollectives,0,true
urban 1081,urban 1507,Undirected,18451,,,1,(urban 1081),none,(urban 1507),9.9,0,default,urbanangrycollectives,0,true
urban 3058,urban 5506,Undirected,18452,,,1,(urban 3058),none,(urban 5506),9.9,0,default,urbanangrycollectives,0,true
urban 1965,urban 3922,Undirected,18453,,,1,(urban 1965),none,(urban 3922),9.9,0,default,urbanangrycollectives,0,true
urban 2276,urban 3057,Undirected,18454,,,1,(urban 2276),none,(urban 3057),9.9,0,default,urbanangrycollectives,0,true
urban 3422,urban 5684,Undirected,18455,,,1,(urban 3422),none,(urban 5684),9.9,0,default,urbanangrycollectives,0,true
urban 234,urban 1294,Undirected,18456,,,1,(urban 234),none,(urban 1294),9.9,0,default,urbanangrycollectives,0,true
urban 4544,urban 4751,Undirected,18457,,,1,(urban 4544),none,(urban 4751),9.9,0,default,urbanangrycollectives,0,true
urban 3045,urban 5564,Undirected,18458,,,1,(urban 3045),none,(urban 5564),9.9,0,default,urbanangrycollectives,0,true
urban 550,urban 1961,Undirected,18459,,,1,(urban 550),none,(urban 1961),9.9,0,default,urbanangrycollectives,0,true
urban 3545,urban 5031,Undirected,18460,,,1,(urban 3545),none,(urban 5031),9.9,0,default,urbanangrycollectives,0,true
urban 1106,urban 1957,Undirected,18461,,,1,(urban 1106),none,(urban 1957),9.9,0,default,urbanangrycollectives,0,true
urban 676,urban 3049,Undirected,18462,,,1,(urban 676),none,(urban 3049),9.9,0,default,urbanangrycollectives,0,true
urban 2024,urban 5498,Undirected,18463,,,1,(urban 2024),none,(urban 5498),9.9,0,default,urbanangrycollectives,0,true
urban 523,urban 2766,Undirected,18464,,,1,(urban 523),none,(urban 2766),9.9,0,default,urbanangrycollectives,0,true
urban 2674,urban 5195,Undirected,18465,,,1,(urban 2674),none,(urban 5195),9.9,0,default,urbanangrycollectives,0,true
urban 2211,urban 4558,Undirected,18466,,,1,(urban 2211),none,(urban 4558),9.9,0,default,urbanangrycollectives,0,true
urban 2706,urban 4580,Undirected,18467,,,1,(urban 2706),none,(urban 4580),9.9,0,default,urbanangrycollectives,0,true
urban 3389,urban 5866,Undirected,18468,,,1,(urban 3389),none,(urban 5866),9.9,0,default,urbanangrycollectives,0,true
urban 242,urban 3263,Undirected,18469,,,1,(urban 242),none,(urban 3263),9.9,0,default,urbanangrycollectives,0,true
urban 4638,urban 6060,Undirected,18470,,,1,(urban 4638),none,(urban 6060),9.9,0,default,urbanangrycollectives,0,true
urban 699,urban 5758,Undirected,18471,,,1,(urban 699),none,(urban 5758),9.9,0,default,urbanangrycollectives,0,true
urban 3179,urban 5864,Undirected,18472,,,1,(urban 3179),none,(urban 5864),9.9,0,default,urbanangrycollectives,0,true
urban 4480,urban 5418,Undirected,18473,,,1,(urban 4480),none,(urban 5418),9.9,0,default,urbanangrycollectives,0,true
urban 2294,urban 5299,Undirected,18474,,,1,(urban 2294),none,(urban 5299),9.9,0,default,urbanangrycollectives,0,true
urban 2757,urban 2997,Undirected,18475,,,1,(urban 2757),none,(urban 2997),9.9,0,default,urbanangrycollectives,0,true
urban 1222,urban 3229,Undirected,18476,,,1,(urban 1222),none,(urban 3229),9.9,0,default,urbanangrycollectives,0,true
urban 2505,urban 3545,Undirected,18477,,,1,(urban 2505),none,(urban 3545),9.9,0,default,urbanangrycollectives,0,true
urban 478,urban 5643,Undirected,18478,,,1,(urban 478),none,(urban 5643),9.9,0,default,urbanangrycollectives,0,true
urban 1374,urban 4599,Undirected,18479,,,1,(urban 1374),none,(urban 4599),9.9,0,default,urbanangrycollectives,0,true
urban 1827,urban 4569,Undirected,18480,,,1,(urban 1827),none,(urban 4569),9.9,0,default,urbanangrycollectives,0,true
urban 1785,urban 2644,Undirected,18481,,,1,(urban 1785),none,(urban 2644),9.9,0,default,urbanangrycollectives,0,true
urban 397,urban 4682,Undirected,18482,,,1,(urban 397),none,(urban 4682),9.9,0,default,urbanangrycollectives,0,true
urban 777,urban 919,Undirected,18483,,,1,(urban 777),none,(urban 919),9.9,0,default,urbanangrycollectives,0,true
urban 2261,urban 3612,Undirected,18484,,,1,(urban 2261),none,(urban 3612),9.9,0,default,urbanangrycollectives,0,true
urban 1263,urban 5991,Undirected,18485,,,1,(urban 1263),none,(urban 5991),9.9,0,default,urbanangrycollectives,0,true
urban 2211,urban 3264,Undirected,18486,,,1,(urban 2211),none,(urban 3264),9.9,0,default,urbanangrycollectives,0,true
urban 3943,urban 5482,Undirected,18487,,,1,(urban 3943),none,(urban 5482),9.9,0,default,urbanangrycollectives,0,true
urban 1263,urban 2876,Undirected,18488,,,1,(urban 1263),none,(urban 2876),9.9,0,default,urbanangrycollectives,0,true
urban 2994,urban 3294,Undirected,18489,,,1,(urban 2994),none,(urban 3294),9.9,0,default,urbanangrycollectives,0,true
urban 1032,urban 3792,Undirected,18490,,,1,(urban 1032),none,(urban 3792),9.9,0,default,urbanangrycollectives,0,true
urban 1863,urban 4667,Undirected,18491,,,1,(urban 1863),none,(urban 4667),9.9,0,default,urbanangrycollectives,0,true
urban 5099,urban 5826,Undirected,18492,,,1,(urban 5099),none,(urban 5826),9.9,0,default,urbanangrycollectives,0,true
urban 4907,urban 5514,Undirected,18493,,,1,(urban 4907),none,(urban 5514),9.9,0,default,urbanangrycollectives,0,true
urban 725,urban 5594,Undirected,18494,,,1,(urban 725),none,(urban 5594),9.9,0,default,urbanangrycollectives,0,true
urban 3050,urban 4029,Undirected,18495,,,1,(urban 3050),none,(urban 4029),9.9,0,default,urbanangrycollectives,0,true
urban 3440,urban 4828,Undirected,18496,,,1,(urban 3440),none,(urban 4828),9.9,0,default,urbanangrycollectives,0,true
urban 4856,urban 6083,Undirected,18497,,,1,(urban 4856),none,(urban 6083),9.9,0,default,urbanangrycollectives,0,true
urban 1284,urban 1339,Undirected,18498,,,1,(urban 1284),none,(urban 1339),9.9,0,default,urbanangrycollectives,0,true
urban 3740,urban 4832,Undirected,18499,,,1,(urban 3740),none,(urban 4832),9.9,0,default,urbanangrycollectives,0,true
urban 2214,urban 3964,Undirected,18500,,,1,(urban 2214),none,(urban 3964),9.9,0,default,urbanangrycollectives,0,true
urban 4955,urban 6001,Undirected,18501,,,1,(urban 4955),none,(urban 6001),9.9,0,default,urbanangrycollectives,0,true
urban 2400,urban 5635,Undirected,18502,,,1,(urban 2400),none,(urban 5635),9.9,0,default,urbanangrycollectives,0,true
urban 3102,urban 3977,Undirected,18503,,,1,(urban 3102),none,(urban 3977),9.9,0,default,urbanangrycollectives,0,true
urban 637,urban 5741,Undirected,18504,,,1,(urban 637),none,(urban 5741),9.9,0,default,urbanangrycollectives,0,true
urban 1398,urban 5442,Undirected,18505,,,1,(urban 1398),none,(urban 5442),9.9,0,default,urbanangrycollectives,0,true
urban 3479,urban 5378,Undirected,18506,,,1,(urban 3479),none,(urban 5378),9.9,0,default,urbanangrycollectives,0,true
urban 3188,urban 6314,Undirected,18507,,,1,(urban 3188),none,(urban 6314),9.9,0,default,urbanangrycollectives,0,true
urban 321,urban 5504,Undirected,18508,,,1,(urban 321),none,(urban 5504),9.9,0,default,urbanangrycollectives,0,true
urban 4120,urban 5003,Undirected,18509,,,1,(urban 4120),none,(urban 5003),9.9,0,default,urbanangrycollectives,0,true
urban 766,urban 5203,Undirected,18510,,,1,(urban 766),none,(urban 5203),9.9,0,default,urbanangrycollectives,0,true
urban 5562,urban 6119,Undirected,18511,,,1,(urban 5562),none,(urban 6119),9.9,0,default,urbanangrycollectives,0,true
urban 1956,urban 3883,Undirected,18512,,,1,(urban 1956),none,(urban 3883),9.9,0,default,urbanangrycollectives,0,true
urban 262,urban 2081,Undirected,18513,,,1,(urban 262),none,(urban 2081),9.9,0,default,urbanangrycollectives,0,true
urban 413,urban 6167,Undirected,18514,,,1,(urban 413),none,(urban 6167),9.9,0,default,urbanangrycollectives,0,true
urban 1093,urban 5766,Undirected,18515,,,1,(urban 1093),none,(urban 5766),9.9,0,default,urbanangrycollectives,0,true
urban 2530,urban 3652,Undirected,18516,,,1,(urban 2530),none,(urban 3652),9.9,0,default,urbanangrycollectives,0,true
urban 200,urban 3975,Undirected,18517,,,1,(urban 200),none,(urban 3975),9.9,0,default,urbanangrycollectives,0,true
urban 3282,urban 4337,Undirected,18518,,,1,(urban 3282),none,(urban 4337),9.9,0,default,urbanangrycollectives,0,true
urban 3975,urban 6049,Undirected,18519,,,1,(urban 3975),none,(urban 6049),9.9,0,default,urbanangrycollectives,0,true
urban 2320,urban 4857,Undirected,18520,,,1,(urban 2320),none,(urban 4857),9.9,0,default,urbanangrycollectives,0,true
urban 879,urban 1708,Undirected,18521,,,1,(urban 879),none,(urban 1708),9.9,0,default,urbanangrycollectives,0,true
urban 1681,urban 2282,Undirected,18522,,,1,(urban 1681),none,(urban 2282),9.9,0,default,urbanangrycollectives,0,true
urban 5362,urban 5632,Undirected,18523,,,1,(urban 5362),none,(urban 5632),9.9,0,default,urbanangrycollectives,0,true
urban 574,urban 5289,Undirected,18524,,,1,(urban 574),none,(urban 5289),9.9,0,default,urbanangrycollectives,0,true
urban 3288,urban 5753,Undirected,18525,,,1,(urban 3288),none,(urban 5753),9.9,0,default,urbanangrycollectives,0,true
urban 3470,urban 5106,Undirected,18526,,,1,(urban 3470),none,(urban 5106),9.9,0,default,urbanangrycollectives,0,true
urban 2597,urban 3184,Undirected,18527,,,1,(urban 2597),none,(urban 3184),9.9,0,default,urbanangrycollectives,0,true
urban 5181,urban 5592,Undirected,18528,,,1,(urban 5181),none,(urban 5592),9.9,0,default,urbanangrycollectives,0,true
urban 3251,urban 3579,Undirected,18529,,,1,(urban 3251),none,(urban 3579),9.9,0,default,urbanangrycollectives,0,true
urban 3913,urban 5414,Undirected,18530,,,1,(urban 3913),none,(urban 5414),9.9,0,default,urbanangrycollectives,0,true
urban 803,urban 2999,Undirected,18531,,,1,(urban 803),none,(urban 2999),9.9,0,default,urbanangrycollectives,0,true
urban 613,urban 2914,Undirected,18532,,,1,(urban 613),none,(urban 2914),9.9,0,default,urbanangrycollectives,0,true
urban 526,urban 5681,Undirected,18533,,,1,(urban 526),none,(urban 5681),9.9,0,default,urbanangrycollectives,0,true
urban 919,urban 5971,Undirected,18534,,,1,(urban 919),none,(urban 5971),9.9,0,default,urbanangrycollectives,0,true
urban 249,urban 1850,Undirected,18535,,,1,(urban 249),none,(urban 1850),9.9,0,default,urbanangrycollectives,0,true
urban 1517,urban 5334,Undirected,18536,,,1,(urban 1517),none,(urban 5334),9.9,0,default,urbanangrycollectives,0,true
urban 202,urban 4919,Undirected,18537,,,1,(urban 202),none,(urban 4919),9.9,0,default,urbanangrycollectives,0,true
urban 4688,urban 5674,Undirected,18538,,,1,(urban 4688),none,(urban 5674),9.9,0,default,urbanangrycollectives,0,true
urban 1142,urban 6023,Undirected,18539,,,1,(urban 1142),none,(urban 6023),9.9,0,default,urbanangrycollectives,0,true
urban 1285,urban 4719,Undirected,18540,,,1,(urban 1285),none,(urban 4719),9.9,0,default,urbanangrycollectives,0,true
urban 3263,urban 4331,Undirected,18541,,,1,(urban 3263),none,(urban 4331),9.9,0,default,urbanangrycollectives,0,true
urban 1740,urban 1900,Undirected,18542,,,1,(urban 1740),none,(urban 1900),9.9,0,default,urbanangrycollectives,0,true
urban 2450,urban 6151,Undirected,18543,,,1,(urban 2450),none,(urban 6151),9.9,0,default,urbanangrycollectives,0,true
urban 2611,urban 2704,Undirected,18544,,,1,(urban 2611),none,(urban 2704),9.9,0,default,urbanangrycollectives,0,true
urban 4569,urban 5571,Undirected,18545,,,1,(urban 4569),none,(urban 5571),9.9,0,default,urbanangrycollectives,0,true
urban 4818,urban 5916,Undirected,18546,,,1,(urban 4818),none,(urban 5916),9.9,0,default,urbanangrycollectives,0,true
urban 809,urban 3161,Undirected,18547,,,1,(urban 809),none,(urban 3161),9.9,0,default,urbanangrycollectives,0,true
urban 2284,urban 4378,Undirected,18548,,,1,(urban 2284),none,(urban 4378),9.9,0,default,urbanangrycollectives,0,true
urban 206,urban 4372,Undirected,18549,,,1,(urban 206),none,(urban 4372),9.9,0,default,urbanangrycollectives,0,true
urban 2635,urban 5796,Undirected,18550,,,1,(urban 2635),none,(urban 5796),9.9,0,default,urbanangrycollectives,0,true
urban 2626,urban 5224,Undirected,18551,,,1,(urban 2626),none,(urban 5224),9.9,0,default,urbanangrycollectives,0,true
urban 3964,urban 5385,Undirected,18552,,,1,(urban 3964),none,(urban 5385),9.9,0,default,urbanangrycollectives,0,true
urban 4910,urban 6358,Undirected,18553,,,1,(urban 4910),none,(urban 6358),9.9,0,default,urbanangrycollectives,0,true
urban 2224,urban 4953,Undirected,18554,,,1,(urban 2224),none,(urban 4953),9.9,0,default,urbanangrycollectives,0,true
urban 1412,urban 3803,Undirected,18555,,,1,(urban 1412),none,(urban 3803),9.9,0,default,urbanangrycollectives,0,true
urban 4536,urban 5562,Undirected,18556,,,1,(urban 4536),none,(urban 5562),9.9,0,default,urbanangrycollectives,0,true
urban 1462,urban 5418,Undirected,18557,,,1,(urban 1462),none,(urban 5418),9.9,0,default,urbanangrycollectives,0,true
urban 5686,urban 5903,Undirected,18558,,,1,(urban 5686),none,(urban 5903),9.9,0,default,urbanangrycollectives,0,true
urban 1596,urban 5730,Undirected,18559,,,1,(urban 1596),none,(urban 5730),9.9,0,default,urbanangrycollectives,0,true
urban 1658,urban 4815,Undirected,18560,,,1,(urban 1658),none,(urban 4815),9.9,0,default,urbanangrycollectives,0,true
urban 609,urban 777,Undirected,18561,,,1,(urban 609),none,(urban 777),9.9,0,default,urbanangrycollectives,0,true
urban 2651,urban 4830,Undirected,18562,,,1,(urban 2651),none,(urban 4830),9.9,0,default,urbanangrycollectives,0,true
urban 1285,urban 5831,Undirected,18563,,,1,(urban 1285),none,(urban 5831),9.9,0,default,urbanangrycollectives,0,true
urban 5736,urban 5939,Undirected,18564,,,1,(urban 5736),none,(urban 5939),9.9,0,default,urbanangrycollectives,0,true
urban 3392,urban 5592,Undirected,18565,,,1,(urban 3392),none,(urban 5592),9.9,0,default,urbanangrycollectives,0,true
urban 1398,urban 2681,Undirected,18566,,,1,(urban 1398),none,(urban 2681),9.9,0,default,urbanangrycollectives,0,true
urban 1125,urban 1722,Undirected,18567,,,1,(urban 1125),none,(urban 1722),9.9,0,default,urbanangrycollectives,0,true
urban 932,urban 5551,Undirected,18568,,,1,(urban 932),none,(urban 5551),9.9,0,default,urbanangrycollectives,0,true
urban 3000,urban 4874,Undirected,18569,,,1,(urban 3000),none,(urban 4874),9.9,0,default,urbanangrycollectives,0,true
urban 548,urban 3813,Undirected,18570,,,1,(urban 548),none,(urban 3813),9.9,0,default,urbanangrycollectives,0,true
urban 1340,urban 2063,Undirected,18571,,,1,(urban 1340),none,(urban 2063),9.9,0,default,urbanangrycollectives,0,true
urban 2444,urban 2607,Undirected,18572,,,1,(urban 2444),none,(urban 2607),9.9,0,default,urbanangrycollectives,0,true
urban 5371,urban 6008,Undirected,18573,,,1,(urban 5371),none,(urban 6008),9.9,0,default,urbanangrycollectives,0,true
urban 630,urban 4464,Undirected,18574,,,1,(urban 630),none,(urban 4464),9.9,0,default,urbanangrycollectives,0,true
urban 1627,urban 1735,Undirected,18575,,,1,(urban 1627),none,(urban 1735),9.9,0,default,urbanangrycollectives,0,true
urban 1624,urban 3077,Undirected,18576,,,1,(urban 1624),none,(urban 3077),9.9,0,default,urbanangrycollectives,0,true
urban 2211,urban 4534,Undirected,18577,,,1,(urban 2211),none,(urban 4534),9.9,0,default,urbanangrycollectives,0,true
urban 2081,urban 5003,Undirected,18578,,,1,(urban 2081),none,(urban 5003),9.9,0,default,urbanangrycollectives,0,true
urban 4045,urban 5559,Undirected,18579,,,1,(urban 4045),none,(urban 5559),9.9,0,default,urbanangrycollectives,0,true
urban 5706,urban 6025,Undirected,18580,,,1,(urban 5706),none,(urban 6025),9.9,0,default,urbanangrycollectives,0,true
urban 953,urban 5151,Undirected,18581,,,1,(urban 953),none,(urban 5151),9.9,0,default,urbanangrycollectives,0,true
urban 526,urban 4063,Undirected,18582,,,1,(urban 526),none,(urban 4063),9.9,0,default,urbanangrycollectives,0,true
urban 2430,urban 3685,Undirected,18583,,,1,(urban 2430),none,(urban 3685),9.9,0,default,urbanangrycollectives,0,true
urban 1517,urban 3758,Undirected,18584,,,1,(urban 1517),none,(urban 3758),9.9,0,default,urbanangrycollectives,0,true
urban 1192,urban 4045,Undirected,18585,,,1,(urban 1192),none,(urban 4045),9.9,0,default,urbanangrycollectives,0,true
urban 262,urban 2282,Undirected,18586,,,1,(urban 262),none,(urban 2282),9.9,0,default,urbanangrycollectives,0,true
urban 3000,urban 5870,Undirected,18587,,,1,(urban 3000),none,(urban 5870),9.9,0,default,urbanangrycollectives,0,true
urban 652,urban 4689,Undirected,18588,,,1,(urban 652),none,(urban 4689),9.9,0,default,urbanangrycollectives,0,true
urban 1095,urban 1235,Undirected,18589,,,1,(urban 1095),none,(urban 1235),9.9,0,default,urbanangrycollectives,0,true
urban 570,urban 2706,Undirected,18590,,,1,(urban 570),none,(urban 2706),9.9,0,default,urbanangrycollectives,0,true
urban 1444,urban 3036,Undirected,18591,,,1,(urban 1444),none,(urban 3036),9.9,0,default,urbanangrycollectives,0,true
urban 1134,urban 3125,Undirected,18592,,,1,(urban 1134),none,(urban 3125),9.9,0,default,urbanangrycollectives,0,true
urban 2592,urban 3682,Undirected,18593,,,1,(urban 2592),none,(urban 3682),9.9,0,default,urbanangrycollectives,0,true
urban 428,urban 5368,Undirected,18594,,,1,(urban 428),none,(urban 5368),9.9,0,default,urbanangrycollectives,0,true
urban 1303,urban 3176,Undirected,18595,,,1,(urban 1303),none,(urban 3176),9.9,0,default,urbanangrycollectives,0,true
urban 1271,urban 4267,Undirected,18596,,,1,(urban 1271),none,(urban 4267),9.9,0,default,urbanangrycollectives,0,true
urban 2607,urban 3989,Undirected,18597,,,1,(urban 2607),none,(urban 3989),9.9,0,default,urbanangrycollectives,0,true
urban 2827,urban 5552,Undirected,18598,,,1,(urban 2827),none,(urban 5552),9.9,0,default,urbanangrycollectives,0,true
urban 1761,urban 2503,Undirected,18599,,,1,(urban 1761),none,(urban 2503),9.9,0,default,urbanangrycollectives,0,true
urban 3136,urban 4946,Undirected,18600,,,1,(urban 3136),none,(urban 4946),9.9,0,default,urbanangrycollectives,0,true
urban 2444,urban 3508,Undirected,18601,,,1,(urban 2444),none,(urban 3508),9.9,0,default,urbanangrycollectives,0,true
urban 3470,urban 3775,Undirected,18602,,,1,(urban 3470),none,(urban 3775),9.9,0,default,urbanangrycollectives,0,true
urban 2974,urban 4464,Undirected,18603,,,1,(urban 2974),none,(urban 4464),9.9,0,default,urbanangrycollectives,0,true
urban 2438,urban 5610,Undirected,18604,,,1,(urban 2438),none,(urban 5610),9.9,0,default,urbanangrycollectives,0,true
urban 984,urban 5191,Undirected,18605,,,1,(urban 984),none,(urban 5191),9.9,0,default,urbanangrycollectives,0,true
urban 1303,urban 5108,Undirected,18606,,,1,(urban 1303),none,(urban 5108),9.9,0,default,urbanangrycollectives,0,true
urban 2335,urban 2387,Undirected,18607,,,1,(urban 2335),none,(urban 2387),9.9,0,default,urbanangrycollectives,0,true
urban 1398,urban 4961,Undirected,18608,,,1,(urban 1398),none,(urban 4961),9.9,0,default,urbanangrycollectives,0,true
urban 2439,urban 4910,Undirected,18609,,,1,(urban 2439),none,(urban 4910),9.9,0,default,urbanangrycollectives,0,true
urban 806,urban 5258,Undirected,18610,,,1,(urban 806),none,(urban 5258),9.9,0,default,urbanangrycollectives,0,true
urban 1979,urban 4219,Undirected,18611,,,1,(urban 1979),none,(urban 4219),9.9,0,default,urbanangrycollectives,0,true
urban 2393,urban 6166,Undirected,18612,,,1,(urban 2393),none,(urban 6166),9.9,0,default,urbanangrycollectives,0,true
urban 1315,urban 5179,Undirected,18613,,,1,(urban 1315),none,(urban 5179),9.9,0,default,urbanangrycollectives,0,true
urban 3071,urban 3459,Undirected,18614,,,1,(urban 3071),none,(urban 3459),9.9,0,default,urbanangrycollectives,0,true
urban 1672,urban 5450,Undirected,18615,,,1,(urban 1672),none,(urban 5450),9.9,0,default,urbanangrycollectives,0,true
urban 1645,urban 2012,Undirected,18616,,,1,(urban 1645),none,(urban 2012),9.9,0,default,urbanangrycollectives,0,true
urban 3318,urban 5646,Undirected,18617,,,1,(urban 3318),none,(urban 5646),9.9,0,default,urbanangrycollectives,0,true
urban 807,urban 4719,Undirected,18618,,,1,(urban 807),none,(urban 4719),9.9,0,default,urbanangrycollectives,0,true
urban 1579,urban 6149,Undirected,18619,,,1,(urban 1579),none,(urban 6149),9.9,0,default,urbanangrycollectives,0,true
urban 1397,urban 3304,Undirected,18620,,,1,(urban 1397),none,(urban 3304),9.9,0,default,urbanangrycollectives,0,true
urban 306,urban 3545,Undirected,18621,,,1,(urban 306),none,(urban 3545),9.9,0,default,urbanangrycollectives,0,true
urban 3714,urban 4905,Undirected,18622,,,1,(urban 3714),none,(urban 4905),9.9,0,default,urbanangrycollectives,0,true
urban 2431,urban 6000,Undirected,18623,,,1,(urban 2431),none,(urban 6000),9.9,0,default,urbanangrycollectives,0,true
urban 3167,urban 3306,Undirected,18624,,,1,(urban 3167),none,(urban 3306),9.9,0,default,urbanangrycollectives,0,true
urban 4886,urban 5283,Undirected,18625,,,1,(urban 4886),none,(urban 5283),9.9,0,default,urbanangrycollectives,0,true
urban 3922,urban 5154,Undirected,18626,,,1,(urban 3922),none,(urban 5154),9.9,0,default,urbanangrycollectives,0,true
urban 1672,urban 2276,Undirected,18627,,,1,(urban 1672),none,(urban 2276),9.9,0,default,urbanangrycollectives,0,true
urban 2530,urban 2557,Undirected,18628,,,1,(urban 2530),none,(urban 2557),9.9,0,default,urbanangrycollectives,0,true
urban 3816,urban 4824,Undirected,18629,,,1,(urban 3816),none,(urban 4824),9.9,0,default,urbanangrycollectives,0,true
urban 338,urban 5369,Undirected,18630,,,1,(urban 338),none,(urban 5369),9.9,0,default,urbanangrycollectives,0,true
urban 984,urban 4946,Undirected,18631,,,1,(urban 984),none,(urban 4946),9.9,0,default,urbanangrycollectives,0,true
urban 672,urban 5484,Undirected,18632,,,1,(urban 672),none,(urban 5484),9.9,0,default,urbanangrycollectives,0,true
urban 1512,urban 3989,Undirected,18633,,,1,(urban 1512),none,(urban 3989),9.9,0,default,urbanangrycollectives,0,true
urban 549,urban 1777,Undirected,18634,,,1,(urban 549),none,(urban 1777),9.9,0,default,urbanangrycollectives,0,true
urban 2131,urban 3543,Undirected,18635,,,1,(urban 2131),none,(urban 3543),9.9,0,default,urbanangrycollectives,0,true
urban 1447,urban 4812,Undirected,18636,,,1,(urban 1447),none,(urban 4812),9.9,0,default,urbanangrycollectives,0,true
urban 5940,urban 6228,Undirected,18637,,,1,(urban 5940),none,(urban 6228),9.9,0,default,urbanangrycollectives,0,true
urban 4573,urban 5512,Undirected,18638,,,1,(urban 4573),none,(urban 5512),9.9,0,default,urbanangrycollectives,0,true
urban 1608,urban 4241,Undirected,18639,,,1,(urban 1608),none,(urban 4241),9.9,0,default,urbanangrycollectives,0,true
urban 4676,urban 5675,Undirected,18640,,,1,(urban 4676),none,(urban 5675),9.9,0,default,urbanangrycollectives,0,true
urban 2914,urban 3865,Undirected,18641,,,1,(urban 2914),none,(urban 3865),9.9,0,default,urbanangrycollectives,0,true
urban 3612,urban 5579,Undirected,18642,,,1,(urban 3612),none,(urban 5579),9.9,0,default,urbanangrycollectives,0,true
urban 2371,urban 3086,Undirected,18643,,,1,(urban 2371),none,(urban 3086),9.9,0,default,urbanangrycollectives,0,true
urban 2400,urban 2678,Undirected,18644,,,1,(urban 2400),none,(urban 2678),9.9,0,default,urbanangrycollectives,0,true
urban 1692,urban 4087,Undirected,18645,,,1,(urban 1692),none,(urban 4087),9.9,0,default,urbanangrycollectives,0,true
urban 1956,urban 5245,Undirected,18646,,,1,(urban 1956),none,(urban 5245),9.9,0,default,urbanangrycollectives,0,true
urban 2086,urban 2792,Undirected,18647,,,1,(urban 2086),none,(urban 2792),9.9,0,default,urbanangrycollectives,0,true
urban 212,urban 2684,Undirected,18648,,,1,(urban 212),none,(urban 2684),9.9,0,default,urbanangrycollectives,0,true
urban 2205,urban 2658,Undirected,18649,,,1,(urban 2205),none,(urban 2658),9.9,0,default,urbanangrycollectives,0,true
urban 534,urban 3112,Undirected,18650,,,1,(urban 534),none,(urban 3112),9.9,0,default,urbanangrycollectives,0,true
urban 1353,urban 5769,Undirected,18651,,,1,(urban 1353),none,(urban 5769),9.9,0,default,urbanangrycollectives,0,true
urban 177,urban 3888,Undirected,18652,,,1,(urban 177),none,(urban 3888),9.9,0,default,urbanangrycollectives,0,true
urban 807,urban 5334,Undirected,18653,,,1,(urban 807),none,(urban 5334),9.9,0,default,urbanangrycollectives,0,true
urban 2444,urban 3654,Undirected,18654,,,1,(urban 2444),none,(urban 3654),9.9,0,default,urbanangrycollectives,0,true
urban 1950,urban 2301,Undirected,18655,,,1,(urban 1950),none,(urban 2301),9.9,0,default,urbanangrycollectives,0,true
urban 4122,urban 5040,Undirected,18656,,,1,(urban 4122),none,(urban 5040),9.9,0,default,urbanangrycollectives,0,true
urban 2092,urban 5527,Undirected,18657,,,1,(urban 2092),none,(urban 5527),9.9,0,default,urbanangrycollectives,0,true
urban 2391,urban 5334,Undirected,18658,,,1,(urban 2391),none,(urban 5334),9.9,0,default,urbanangrycollectives,0,true
urban 2687,urban 3942,Undirected,18659,,,1,(urban 2687),none,(urban 3942),9.9,0,default,urbanangrycollectives,0,true
urban 2872,urban 5660,Undirected,18660,,,1,(urban 2872),none,(urban 5660),9.9,0,default,urbanangrycollectives,0,true
urban 1177,urban 1468,Undirected,18661,,,1,(urban 1177),none,(urban 1468),9.9,0,default,urbanangrycollectives,0,true
urban 272,urban 1063,Undirected,18662,,,1,(urban 272),none,(urban 1063),9.9,0,default,urbanangrycollectives,0,true
urban 1516,urban 2785,Undirected,18663,,,1,(urban 1516),none,(urban 2785),9.9,0,default,urbanangrycollectives,0,true
urban 1341,urban 2717,Undirected,18664,,,1,(urban 1341),none,(urban 2717),9.9,0,default,urbanangrycollectives,0,true
urban 5550,urban 5734,Undirected,18665,,,1,(urban 5550),none,(urban 5734),9.9,0,default,urbanangrycollectives,0,true
urban 1769,urban 5598,Undirected,18666,,,1,(urban 1769),none,(urban 5598),9.9,0,default,urbanangrycollectives,0,true
urban 866,urban 3252,Undirected,18667,,,1,(urban 866),none,(urban 3252),9.9,0,default,urbanangrycollectives,0,true
urban 1467,urban 2760,Undirected,18668,,,1,(urban 1467),none,(urban 2760),9.9,0,default,urbanangrycollectives,0,true
urban 332,urban 534,Undirected,18669,,,1,(urban 332),none,(urban 534),9.9,0,default,urbanangrycollectives,0,true
urban 3654,urban 4778,Undirected,18670,,,1,(urban 3654),none,(urban 4778),9.9,0,default,urbanangrycollectives,0,true
urban 4165,urban 6028,Undirected,18671,,,1,(urban 4165),none,(urban 6028),9.9,0,default,urbanangrycollectives,0,true
urban 596,urban 4599,Undirected,18672,,,1,(urban 596),none,(urban 4599),9.9,0,default,urbanangrycollectives,0,true
